text,pred_label,true_label
무슨 소리야. 우리 아들이 왜 후져?,biased,neutral
오빠같은 사람하고는 이제 못 만나겠다고.,biased,neutral
에헤이 뭐 별 거 아니야. 저 저 어딨어 그 응급키트.,neutral,biased
b 지금 이 와중에 그게 뭐 그게 무슨 말이야.,biased,neutral
수술하면 되는거 아냐?,biased,neutral
"어아니 그땐 나도 그게 죽을 병인지, 죽을 병인지 알았으니까 그렇게 된 거지 맹장인 줄 알았으면 아이고 나도 이제 안 그래.",biased,neutral
b 아니 내가 먹어보니까 b 불 맛이 너무 나. 약간 탄 맛이 나.,biased,neutral
이게 뭔데?,biased,neutral
괜찮아 o 금방 낫겠지. o l,neutral,biased
b 근데 그게 아닌가봐.,neutral,biased
b 어 그 얼마나 살 수 있대?,biased,neutral
. l,neutral,biased
잘 들어 나 폐에 종양이 생겼대.,biased,neutral
오빠아아. 아 내가 오빠 잘 될 줄 알았다니까.,neutral,biased
아 진짜?,biased,neutral
아 뭐야. 나 말 안해.,biased,neutral
b 아 뭐야. 왜 그렇게 반응해. 나 말 안해.,biased,neutral
적질 말든가아이 아닙니다 저 하겠습니다. 사랑을 했다 우리가 만나. o,biased,neutral
우리 아들? 잘 나진 않았지.,biased,neutral
b 이 짬뽕 이거 어떻게 만든 겁니까?,neutral,biased
b 너무 b 공격적으로 생각하신느 거 아닌가요? 저도 고민하고 심사숙고해서 낸 아이디어인데 뭐가 문제였는지 b 뭐가 부족했는지 뭐 물어볼 수 있지 않나요?,neutral,biased
일단 우리 112에 신고할까?,neutral,biased
하여튼 먹는 거만. 어쨌든 아이 둘 낳아서.,biased,neutral
아아 얼른.,neutral,biased
아니 무슨 최선을 다하셨던 거예요? 최선을 다했으면 그런 걸 좀 막아주셔야 되는 거 아닙니까,neutral,biased
아 빨리 빨리 얘기좀 해봐 오랜만에 나 먼저 죽으면 어떡할거야.,neutral,biased
대신 프로포즈는 내가 먼저 했으니까 결혼식은 정말 멋있게 해줘야 돼? 알겠지?,biased,neutral
그럼 궁금하지.,neutral,biased
저는 그래두 요리를 제가 언론에 주목도 받았고 제가,biased,neutral
그럼 당연하지. o 그러면 당신은 나 죽을 거 같으면 걱정 안해?,biased,neutral
도대체 몇 개야? 하나 둘 셋,biased,neutral
서에이 한 셋은 낳아야지.,biased,neutral
뭐야 어디 또 아픈데 있어?,biased,neutral
네. 왜요?,neutral,biased
b 그러게 그 사람이 그러는게 하루 이틀이여?,biased,neutral
아 아고 어 미안해 아들. 아 난 또 김 부장 얘긴 줄 알고 맨날 너가 그러니까 그냥 그러려니 했지. 얘기해 봐. 엄마가 들어줄게 응?,neutral,biased
아시잖아요 그리고됐구요 위원회 준비나 잘하세요.,biased,neutral
b 말이 길었습니다. 제가 먹어보겠습니다. b 이게 무슨 맛입니까? 이게 스타강사가 만든 그런.,neutral,biased
아 됐구요. 짬뽕은 짬뽕이다 칩시다 근데 그것도 아니고 탕수육 탕수육 이거 어떡할거예요?,biased,neutral
그죠 아 진정해야. 맞아요 예,neutral,biased
안 할거야?,biased,neutral
내가 그렇게 좋았냐고아이 몰라 손 다시 줘 봐 여기 좀 더 발라야 돼.,biased,neutral
그땐 진짜 하늘이 무너지는 줄 알았다. b,biased,neutral
말해 봐참나 우리 엄마 무당이네 무당이야.,biased,neutral
저기 저기 저기 어디 어디 말하는 거야 어디? o u 좋은 거?,biased,neutral
?,biased,neutral
l .,biased,neutral
그치? 이런 선물 받으니 어이가 없지?,neutral,biased
b o 한 번 해보죠.,neutral,biased
아 깨면 좀 어때 사랑하냐구 말해 봐 입으로 o 듣고 싶어.,neutral,biased
b n 여진아.,biased,neutral
괜찮았어요그니까 그거는 그쪽 얘기라고.,neutral,biased
아 잠깐만 잠깐만. 어디 가. 윤서 아빠. 아니 김인철 씨.,neutral,biased
그냥 오늘 왠지 문득 b 다친 거 보니까 옛날 생각난다.,biased,neutral
네. 많죠.,neutral,biased
o 지금 제가 봤을 땐 잘못됐어요. 지금 분명히 밸런스가 안 맞는단 말이에요. 오일이.,biased,neutral
b 설마.,biased,neutral
이제 제 이야기는 끝난 것 같군요. b 회의 시작 10분 전입니다. 저는 소은씨에게 5분을 드렸고 소은씨는 어느정도 이해한것 같군요. 버려진 5분만큼 본인을 발전 시키고 나중에 만납시다. 아 그럼 나가주시죠. o,neutral,biased
아 o 김 부장.,biased,neutral
그냥 가면 돼 아무일도 없을거야.,biased,neutral
희대 씨.,neutral,biased
꼭 여기서만 일을 해야 되는 건 아니잖아요? 만약에 만약에 해고 조치된다면 내가 알아봐 줄게요.,biased,neutral
o 그럼 뭐지 뭐지.,biased,neutral
이거 어떻게 샀어? 너 돈 없잖아.,biased,neutral
하도 불쌍하고 보잘것 없어서 어? 그냥 내가 해준다고 한거지. 내가 당신처럼 어리버리한 남자가 뭐가 좋다고 결혼을 해?,neutral,biased
지섭씨나 공무원 못 되면 우리 결혼도 못해 그찮아? 그냥 가자 응?,neutral,biased
오빠 한번 더 듣고 싶다. 사랑한단 말 o 해주면 안돼?,neutral,biased
l 내가 먼저 죽으면 어떡할 거 같애?,biased,neutral
.,neutral,biased
소독을 해야 나중에 덧나질 않지. 아우 증말.,biased,neutral
아 뭘 얘기해 됐어 아 씨.,neutral,biased
u 감사합니다. 열심히 하겠습니다,neutral,biased
그 그래 아 아 알았으니까 그래. 근데 오케이 알았어 알았어 알았어. 그까 야 잠깐만 잠깐만 잠깐만,biased,neutral
믿지 믿지 믿지 믿지 믿어 믿어.,biased,neutral
응. 아파 살살해.,biased,neutral
회사 다닐 때 했습니다.,neutral,biased
안 봐?,neutral,biased
사랑을 했다 우리가 만나. o,biased,neutral
.,neutral,biased
아 이런 거 안해도 된다니까 진짜,neutral,biased
뭐야 시간 벌써 이렇게 됐네. n 드라마 봐야지. 뭐야. 오빠 불 꺼놓고 u 거실에서 뭐 하냐?,neutral,biased
o N 알았다니까아 아 알겠어 알겠어 u 이거 어 어디서 받아야되는 거 u 됐고.,biased,neutral
b 음 진짜 맛있다. o 근데 자긴 안 먹어?,biased,neutral
?,biased,neutral
사랑한다 사랑한다 사랑해. 아이씨 윤 윤서 깨겠다.,neutral,biased
아니 근데 이거 사람들이 되게 맛있다고 했었고 이거 언론에도 많이 나왔었고.,biased,neutral
아니 오는데는 순서있어도 가는데는 순서 없다고 내가 갑자기 죽어버릴 수도 있잖아.,biased,neutral
l 아 잘 하시네. 이거 목소리가 너무 작네 좀 더 크게.,neutral,biased
?,biased,neutral
n .,biased,neutral
다 알아 니 맘.,neutral,biased
하 b 그래 엄마는 이제 사랑이 뭔지 몰라 니 아빠 그렇게 가고나서 엄마는 이제 심장이 뛴다는 것도 모르겠고 사랑이 뭐야 아들 사랑이라는게 말이야 언제나 그렇게 행복하고 뭐 아름답고 맛있는 건 아니잖아. 달콤할 때도 있는 거고 쉴 때도 있는 거고 매울때도 있는 거고 뭐 이상한 맛이 날 때도 있는 거고 그런건데.,neutral,biased
억울해? o 억울하면 잘 하면 되지.,biased,neutral
한번 드셔보세요. 맛있을 거에요.,biased,neutral
아 근데 그 징계위 왜 징계위원회가 왜 열리게 된 건지.,neutral,biased
책임지셔야죠.,biased,neutral
아니 그래도 그렇지 니가 돈이 어디있다고.,biased,neutral
아니 좋아서 그렇지 어,neutral,biased
우리 김치찌개 먹을까?,neutral,biased
아 뭘 내가 마음의 안정을 찾어 김 부장이 그러는데?,neutral,biased
그만 만나고 싶대요.,neutral,biased
.,neutral,biased
난 그때 아주 철렁했거든.,neutral,biased
씻고나 잠깐만 이거 근데 환불을 해줄라나 모르겠다. 어떻게 두 단을 사,neutral,biased
혹시 뭐 어떤 문제 말씀하시는 건지.,neutral,biased
아 잠시만요.,neutral,biased
자야돼요잠깐 앉아 봐 앉아 봐. 자기 나 사랑해?,neutral,biased
아 됐어.,biased,neutral
아니 o 무슨 야 이거 튀김옷을 u 파는 거야,biased,neutral
근데 이거 뭔지 아세요?,neutral,biased
거라고아 모르겠고 드라마 할 시간이니까 리모콘이나 주시지?,neutral,biased
대신 프로포즈는 내가 먼저 했으니까 결혼식은 정말 멋지게 해줘야돼? 알겠지?,biased,neutral
아니 안 좋아.,biased,neutral
아 몰라 나 기억 안 나 그런 거 기억 안 나. o 그 그만 얘기해 뭐 그런 얘기하고 그래.,biased,neutral
어때 나 오빠 여잔데. 내가 부끄러?,biased,neutral
말해보라니까.,biased,neutral
오빠 어내가 죽으면 오빠가 윤서를 책임져야지. 그게 무슨 소리야.,biased,neutral
아 괜찮기는 씨. 많이 까졌고만.,biased,neutral
네 지금 제가 책임잔데요.,biased,neutral
뭐? 누가 너랑 결혼 한대?,biased,neutral
야 o 방금 전에 한다 그랬잖아.,neutral,biased
아 들어 듣지 우리아들 김 부장이 그랬다고 했잖아.,biased,neutral
기분이 안 좋아 오늘 나 좀 기분 좋게 해줘 엄마. l,biased,neutral
자. 오빠는 젓가락 줬지만 나는 좋은 거 줄게.,biased,neutral
뭘 녹음했다구요?,biased,neutral
낳아서에이 무슨 셋은 낳아야지.,biased,neutral
안 봐? o,biased,neutral
잠깐만.,biased,neutral
전무님이 아이템을 냈으면 거기에 대해서 왜 딴지를 걸고 추가 비용이 나오면 전무님이 참 좋아하시겠네? 그렇지 않아요? 생각해봐요.,neutral,biased
그거 또 그런 소릴 또 해. 왜 죽어 자기가?,neutral,biased
이젠 안 만나.,neutral,biased
왜요? 못하겠어요? b 이력서에 적혀있는 걸 우린 확인할 권한이 있어요. 진짜인지 가짜인지 확인해봐야죠. u 아님 적질 말던가.,neutral,biased
아이 이게 뭐야.,neutral,biased
안 봐?,neutral,biased
b 근데 내가 이렇게 부른 거는,biased,neutral
야 가만 있어라 어? 이게 다 정성을 담아야 당첨되는 거야. 나의 온 기운을 모아서 그리고 이 소망을 담아서 한땀 한땀 이 마킹한 번호의 여섯개가 빛나는 순간까지 아유 아유 본방 지켜보고 간절히 원하고 또 원하면 이게 당첨되는 거라고,neutral,biased
이게 뭐야? 중국집 젓가락들인데?,biased,neutral
o .,neutral,biased
민지가 헤어지자 그랬어?,biased,neutral
응. b,neutral,biased
.,neutral,biased
음 밥먹자 밥먹자. n,biased,neutral
?,biased,neutral
당신.,biased,neutral
그니까 지금 어느 부분에서 저한테 어떤 게 잘못됐다고 말씀하시는 o 지를 모르겠는데요.,biased,neutral
o 그치? 그 이런 선물 받으니까 어이가 없지?,neutral,biased
?,biased,neutral
o N l 감동은 개뿔 진짜. 나 씻으러 간다.,biased,neutral
살려주세요아 그 얘기를 지금 뭐하러 아 그리고 그 내가 맹장인 줄 알았으면 그렇게 했겠어? 아이 뭐 다 죽어가는 얼굴로 그렇게 갑자기 픽 쓰러지니까 나도 깜짝 놀라서 그런 거지.,biased,neutral
아 하 아니 그래도 그 메뉴는 방송에서도 극찬받았던 메뉴고 레시피가 달라진 건 하나도 없는데요.,neutral,biased
뭐가 텁텁하다는 거예요.,neutral,biased
아 봐봐 봐봐.,biased,neutral
고마워. n 근데 오빠는 꿈이 뭐야?,neutral,biased
저기 봐.,neutral,biased
이거 드셔보세요.,biased,neutral
아 됐어.,biased,neutral
아이 씨 하여튼 먹는 거만. 어쨌든 아이 둘을 낳아가지고.,biased,neutral
웃지마. 에 가만히 있어알겠어. 약 바르게.,biased,neutral
야 이거 10분이면 끝나. 좀만 기달려 그냥. o,biased,neutral
주시지아 이거 10분이면 끝나 좀만 기다려. o,neutral,biased
옛날 생각 뭐.,biased,neutral
?,biased,neutral
l 아 글쎄 열심히 일해서 지금 일하는 중국인 중국집 저 주인 되는거?,neutral,biased
어디서?,neutral,biased
뭐가 너무해요?,biased,neutral
팀장님 말씀이 좀 지나치신 거 같은데,biased,neutral
o 내가 증말 아 어디다 뒀지? 다시 시장엘 가야되나?,biased,neutral
왜 어때? 나 오빠 여잔데 내가 부끄러?,biased,neutral
엄마.,neutral,biased
뭐가 좋다고 그렇게 웃냐. o,biased,neutral
그냥 가면 돼 아무일도 없을거야.,biased,neutral
o 뭐 연애할 때 뭔 뭔 일이 있었는데.,biased,neutral
생각난다뭔 소리야 o N 아우 피곤하다. 아오 갑자기 집에 오니까 너무 피곤해졌어.,neutral,biased
아주내 인생의 여자는 은미 너 하나가 끝이야. o,biased,neutral
절대 안 할 거야?,neutral,biased
아 뭐야. 나 말 안해.,biased,neutral
아이고 어이가 없네.,biased,neutral
.,neutral,biased
위 위쪽에서요?,neutral,biased
저를 발전 시키고 싶으니까요.,neutral,biased
내가 몰랐네 미안해 엄마가.,biased,neutral
어 아니 뭐 지금 다시 먹고 싶은 거 해줄 수도 있구.,biased,neutral
알았다니까아 야 됐고.,neutral,biased
